‫‪serialNum‬‬,url‬‬,name‬‬,year‬‬,producer‬‬,actors‬‬,genres‬‬
41128,http://www.torec.net/sub.asp?sub_id=41128,באטמן נגד רובין   /  Batman Vs. Robin, 2015, ג'יי אוליב,"קווין קונרוי, ג'רמי סיסטו, רובין אטקין דוונס, פיטר אונורטי, קאמר דה לוס רייס, ליסה אוטריז, שון מהר", אנימציה / הרפתקאות / פעולה
41120,http://www.torec.net/sub.asp?sub_id=41120,אקס מכינה   /  Ex Machina, 2015, אלכס גרלנד,"אלישיה ויקנדר, אוסקר אייזק, דוהנל גליסון, קורי ג'ונסון, דבורה רוסן, אלינה אלמינס, צ'אלסה לי", דרמה / מדע בדיוני
41116,http://www.torec.net/sub.asp?sub_id=41116,שדים   /  Jinn, 2014,"","", מתח
41093,http://www.torec.net/sub.asp?sub_id=41093,לחזור הביתה   /  Coming Home, 2014, ז'אנג יימו,"דאומינג צ'ן, טאו גו, פיקי לו, לי גונג, באי קינג קסין, ג'יה-יי זהאנג, פנג זו", דרמה / זר (מנדרין)
41083,http://www.torec.net/sub.asp?sub_id=41083,שחור או לבן   /  Black Or White, 2014, מייק ביינדר,"קווין קוסטנר, אוקטביה ספנסר, ג'יליאן אסטאל, ביל בור, מפו קואו, אנתוני מקי, אנדר הולנד", דרמה
40728,http://www.torec.net/sub.asp?sub_id=40728,צלף אמריקאי   /  American Sniper, 2014, כלינט איסטווד אי,"סלה סלה, מרנטה פטרסון, ג'ייד מהידי סנהאג'י, ג'ול למברט, לאונרד רוברטס, בראדלי קופר, סיינה מילר", ביוגרפיה / דרמה / פעולה
40911,http://www.torec.net/sub.asp?sub_id=40911,שושבין להשכרה   /  The Wedding Ringer, 2015, ג'רמי גרליק,"קווין הארט, ג'וש גאד, אפיון קרוקט, קלי כווקו-סויטינג, קלוריס ליכמן, ג'ורג' גארקיה, ג'ניפר לוויס", קומדיה
41036,http://www.torec.net/sub.asp?sub_id=41036,נהר אבוד   /  Lost River, 2014, ריאן גוסלינג,"מאט סמית, אווה מנדז, בן מנדלסון, סירשה רונאן, כריסטינה הנדריקס, רון כוסי, מליסה מרה", מתח / פנטזיה
41033,http://www.torec.net/sub.asp?sub_id=41033,עלייתה של ג'ופיטר   /  Jupiter Ascending, 2014," אנדי וואשובסקי, לנה וואשובסקי","ארייון בקר, שון בין, טרי גיליאם, צ'אנינג טייטום, מילה קוניס, ג'רמי סוויפט, אדי רדימיין", הרפתקאות / מדע בדיוני / פעולה
41022,http://www.torec.net/sub.asp?sub_id=41022,חמשת המובחרים   /  Top Five, 2014,"","", קומדיה / רומנטיקה
41002,http://www.torec.net/sub.asp?sub_id=41002,סמבה   /  Samba, 2014," אוליביה נקש, אריק טולדנו","עומאר סיי, שרלוט גינסבורג, טאהר ראחים, איזיה היגלן, איסקה סוודוגו, הלן ווינכאנט אי, יוונגר פל", דרמה / קומדיה
40977,http://www.torec.net/sub.asp?sub_id=40977,עוקבים   /  Tracers, 2015,"","", פעולה
40963,http://www.torec.net/sub.asp?sub_id=40963,יקומים מקבילים   /  Parallels, 2015,"","", פעולה / מדע בדיוני
40606,http://www.torec.net/sub.asp?sub_id=40606,לילה מוטרף במוזיאון: סוד הקבר   /  Night At The Museum: Secret Of The Tomb, 2014, שון לוי,"פיט מאדס, רובין וויליאמס, בן סטילר, אוון וילסון, בן קינגסלי, רייצ'ל האריס, ריקי ג'רביאס", הרפתקאות / משפחה / קומדיה
40507,http://www.torec.net/sub.asp?sub_id=40507,הפירמידה   /  The Pyramid, 2014, ,"אשלי הינשואו, דניס או'הר, 'יימס בוקלי, כריסטה ניקולה", אימה / מתח
40303,http://www.torec.net/sub.asp?sub_id=40303,עדיין אליס   /  Still Alice, 2014," ריצ'ארד גלאטזר, ואש ווסטמורלנד אי","ג'וליאן מור, אלק בולדווין, קייט בוסוורת', קריסטן סטיוארט, סטפן קונקן, ויקטוריה קרטגנה, שיין מקר", דרמה
40897,http://www.torec.net/sub.asp?sub_id=40897,שמיים בוערים   /  Red Sky, 2014, ,"רייצ'ל לי קוק, שיין ווסט, קאם ג'יגנדה, ביל פולמן, ג'ייסון גריי סטנפורד, בריאן קארוז", פעולה / מתח
40942,http://www.torec.net/sub.asp?sub_id=40942,לחטוף את מר הייניקן   /  Kidnapping Mr. Heineken, 2015, ,אנתוני הופקינס, דרמה / פעולה / פשע
40815,http://www.torec.net/sub.asp?sub_id=40815,סלמה   /  Selma, 2014, אוה דוברנאי,"דיוויד אוילאו, כארמן איג'גו, טים רות', לוריין טוסיינט, מון, ג'ובאני ריביסי, אנדר הולנד", ביוגרפיה / דרמה / היסטוריה
40939,http://www.torec.net/sub.asp?sub_id=40939,הקטור והחיפוש אחר האושר   /  Hector And The Search For Happiness, 2014, פיטר צ'לסום,"ורוניקה פרס, ארון ל, טוני קולט, סטלן סקארגארד, ז'אן רנו, כריסטופר פלאמר, רוזמונד פייק", דרמה / הרפתקאות / קומדיה
40563,http://www.torec.net/sub.asp?sub_id=40563,ניבים   /  Tusk, 2014, קווין סמית',"מיכאל פארקס, ג'סטין לונג, ג'נסיס רודריגז, היילי ג'ואל אוסמנט, ג'וני דפ, הארלי מורנסטין, ראלף גרמן", אימה / דרמה / קומדיה
40589,http://www.torec.net/sub.asp?sub_id=40589,הסנדלר   /  The Cobbler, 2014, ת'ומאס מקכרט'י,"ג'ואי סלוטניק, אדם סנדלר, סטיב בושמי, דסטין הופמן, מת'וד מן, אלן ברקין, קווין ברזנהם", דרמה / פנטזיה / קומדיה
40916,http://www.torec.net/sub.asp?sub_id=40916,חיבוק הערפד   /  Embrace Of The Vampire, 2013,"","", אימה
40914,http://www.torec.net/sub.asp?sub_id=40914,רכבת לילה לליסבון   /  Night Train To Lisbon, 2013, ביל אוגוסט,"ג'ק הוסטון, מרטינה גדק, אוגוסט דיהל, ברונו גאנז, לין אולין, בורפרט קלונר, ניקולה בריינר", מתח / רומנטיקה
40908,http://www.torec.net/sub.asp?sub_id=40908,זאפד   /  Zapped, 2014,"","", פנטזיה / קומדיה
40907,http://www.torec.net/sub.asp?sub_id=40907,אומנות הטיסה   /  The Art Of Flight, 2011, כורט מורגן,טרויס רייס, דוקומנטרי / הרפתקאות / ספורט
40896,http://www.torec.net/sub.asp?sub_id=40896,סיפורו של צבע   /  Hero of Color City, 2014,"","", אנימציה / משפחה
40891,http://www.torec.net/sub.asp?sub_id=40891,מועדון ווינקס 3: במעמקי הים הקסום   /  Winx Club: The Mystery Of The Abyss, 2014, איג'יניו סטראפי,"", אנימציה / זר (איטלקית)
40340,http://www.torec.net/sub.asp?sub_id=40340,קלף חזק   /  Wild Card, 2015, סימון ווסט,"ג'ייסון אלכסנדר, מייקל אנגרנו, סטנלי טוצ'י, ג'ייסון סטיית'ם, מקס קסלה, אן הייש, הופ דיוויס", דרמה / פעולה / פשע
40023,http://www.torec.net/sub.asp?sub_id=40023,כמו שאת   /  You're Not You, 2014, ג'ורג' כ וולף,"הילארי סוואנק, אמי רוסום, ג'וש דוהמל, סטפהאני באטריז, ג'ייסון ריטר אי, ג'וליאן מקמהון, אלי לארטר", דרמה
40880,http://www.torec.net/sub.asp?sub_id=40880,רק לא להיעלם   /  Not Fade Away, 2012, דוויד צ'אס איי,"קולין מיצ'אל וולקר, ג'יימס גנדולפיני, אנתוני גיאמו, בראד גארט, ג'ון טורמי, קן פורמן, אלכס וידוב", דרמה
40870,http://www.torec.net/sub.asp?sub_id=40870,שתיקת הארכיון   /  A Film Unfinished, 2010, יעל חרסונסקי,"", דוקומנטרי / דרמה / היסטוריה
39583,http://www.torec.net/sub.asp?sub_id=39583,מחנה אקס-ריי   /  Camp X-Ray, 2014, פיטר סטלר אי,"ג'ון קרול לינץ', קריסטן סטיוארט, ליין גאריסון, ג'וליה דאפי, יוסוף אזאמי, מרקו קאן, ג'וסף ג'וליאן סוריה", דרמה
40855,http://www.torec.net/sub.asp?sub_id=40855,הים השחור   /  Black Sea, 2014, ,גו'ד לואו, הרפתקאות / מתח90/100
40854,http://www.torec.net/sub.asp?sub_id=40854,הספר   /  The Barber, 2001, מייקל בפרו,ס ארנסט הארת', מיסתורין / מתח / פשע
40824,http://www.torec.net/sub.asp?sub_id=40824,צלף: מורשת   /  Sniper: Legacy, 2014,"","", מלחמה / מתח / פעולה
40749,http://www.torec.net/sub.asp?sub_id=40749,החיים בצללים   /  What We Do In The Shadows, 2014,"","", קומדיה
38491,http://www.torec.net/sub.asp?sub_id=38491,לא הטיפוס שלי   /  Not My Type (Pas Son Genre), 2014, לוקאס בלוו,"אמילי דקן, לואיק קורברי", דרמה / רומנטיקה / זר (צרפתית)
40806,http://www.torec.net/sub.asp?sub_id=40806,פרחים לאנה   /  Loreak, 2014," ג'ון גרנו, ג'וס מרי גואנג","ג'וס רמון סורויז, ג'ושון בנגואטקסה, ג'וקס ברסטגוי, אגויץ לסה, גוטזון סנצ'ז, איציאר איזפורו, נגור ארנבורו", דרמה / זר (בסקית)
40726,http://www.torec.net/sub.asp?sub_id=40726,פדינגטון   /  Paddington, 2014, פול קינג,"טים דווני, מדלין וורל, לוטי סטיר, ג'פרי פלמר, תרזה ווטסון, אימלדה סטונטון, מייקל גמבון", משפחה / קומדיה
40794,http://www.torec.net/sub.asp?sub_id=40794,פניקס   /  Phoenix, 2014,"","", דרמה / היסטוריה
40786,http://www.torec.net/sub.asp?sub_id=40786,אין כמו בגיהנום   /  Home Sweet Hell, 2015, ,"ג'ורדנה ברוסטר, קתרין הייגל, פטריק וילסון, קווין מק'קיד, ג'יימס בלושי", דרמה / קומדיה
40471,http://www.torec.net/sub.asp?sub_id=40471,הקולות   /  The Voices, 2014, מרג'יין סטראפי,"אדי שאנקר, ריאן ריינולדס, פול ברייטוול, אנה קנדריק, ג'מה ארטרטון, ג'קי ווייבר, אלה סמית'", מתח / פשע / קומדיה
40778,http://www.torec.net/sub.asp?sub_id=40778,מאמי   /  Mommy, 2014, קסבייה דולן,"אן דורבל, אנטוין-וליוויר פילון, סוזן קלמנט, פטריק הורא, אלכסנדר גויט, מיצ'ל ליטואך, איסבל נליסי", דרמה
40770,http://www.torec.net/sub.asp?sub_id=40770,נפלא   /  Marvellous, 2014, ג'וליאן פארינו,"טובי ג'ונס, ג'מה ג'ונס, טוני קוראן, ניקולאס גליאבן, גרג מקהוף, פול הונטר ו, סטיבן כרי", דרמה 0
40758,http://www.torec.net/sub.asp?sub_id=40758,מכאן אני ממשיך   /  This Is Where I Leave You, 2014, שון לוי,"ג'ייסון בייטמן, קתרין האן, רוז ביירן, טינה פיי, דקס שפרד, ג'יין פונדה, קוני בריטון", דרמה / קומדיה
40757,http://www.torec.net/sub.asp?sub_id=40757,אגרוף של אישה   /  Girlfight, 2000, קארין קוסמה,"", דרמה / ספורט
40168,http://www.torec.net/sub.asp?sub_id=40168,ג'מה בובארי   /  Gemma Bovery, 2014, ,"פבריצה לוצ'יני, ג'מה ארטרטון, ג'ייסון פלמינג", קומדיה / דרמה / רומנטיקה
40756,http://www.torec.net/sub.asp?sub_id=40756,השיר   /  The Song, 2014,"","", דרמה / רומנטיקה
40158,http://www.torec.net/sub.asp?sub_id=40158,חטופה 3   /  Tak3n (Taken 3), 2015, אוליבר מגטון,"ליאם ניסן, פמקה ג'נסן, ג'ון גרייס, מגי גרייס", מתח / פעולה / פשע
40746,http://www.torec.net/sub.asp?sub_id=40746,פוקס-קצ'ר   /  Foxcatcher, 2014, בנט מילר אי,"מארק רופאלו, ונסה רדגרייב, סטיב קארל, אנטוני מישל-הל, צ'אנינג טייטום, סיינה מילר, רוג'ר קלארד", דרמה / ביוגרפיה / ספורט
34687,http://www.torec.net/sub.asp?sub_id=34687,מכונית הקפריס הכחולה   /  Blue Caprice, 2013, אלכסנדר מורס,"איסאיה ואשינגטון אי, טקואן ריצ'מונד, טים בלייק נלסון, ג'ואי לורן אדאמס, אל ספיינזה, איתן הובה, ברוס קירקפטריק", ביוגרפיה / דרמה / פשע
40739,http://www.torec.net/sub.asp?sub_id=40739,הנסיך הירוק   /  The Green Prince, 2014,"","", דוקומנטרי / דרמה / ישראלי / מתח
40236,http://www.torec.net/sub.asp?sub_id=40236,עוגה   /  Cake, 2014, דניאל בארנס,"וויליאם ה מייסי, ג'ניפר אניסטון, ג'וליו אוסקר מצ'וסו, לוסי פאנטש, פליסיטי הופמן, רוס אבדו, סאם וורטינגטון", דרמה
40448,http://www.torec.net/sub.asp?sub_id=40448,המהמר   /  The Gambler, 2014, רופרט וויט,"ריצ'רד שיף, ג'ון גודמן, ג'ורג' קנדי, מארק וולברג, ללנד אורסר, ג'סיקה לאנג, ברי לרסון", דרמה / מתח / פשע
40717,http://www.torec.net/sub.asp?sub_id=40717,שנה קשוחה מאוד   /  A Most Violent Year, 2014, גייסי צ'אנדור,"אוסקר אייזק, ג'סיקה צ'סטיין, דיוויד אוילאו, אלסנדרו ניבולה, אלברט ברוקס, אליס גייבל, קתלינה סאנדינו מורנו", דרמה / פעולה / פשע
40130,http://www.torec.net/sub.asp?sub_id=40130,שישה גיבורים   /  Big Hero 6, 2014," דון האל, כריס וויליאמס","ג'ורדן רוברטס, דון האל, דונכן רוולו, סטיבן ת. סאגל", אנימציה / פעולה / קומדיה
40715,http://www.torec.net/sub.asp?sub_id=40715,צמתים   /  Intersections (Collision), 2013, ,"פרנק גרילו, ג'יימי אלכסנדר, רושדי זם, צ'ארלי בולי", מתח / רומנטיקה
40702,http://www.torec.net/sub.asp?sub_id=40702,שיר הים   /  Song Of The Sea, 2014, תום מור,"לוסי או'קונל, פיונולה פלאנגן, ברנדן גליסון, פאט שורט, ג'ון קאני, דוויד רול, ליסה האניגן אי", אנימציה / משפחה / פנטזיה
40712,http://www.torec.net/sub.asp?sub_id=40712,סיפורים פרועים   /  Wild Tales, 2014, דמיאן סזיפרון,"ליאונרדו סבראגילה, ג'וליאטה זיילברברג, ריקרדו דארין, אלן דאיכז, לוויס מנואל אלטמירנו גארקיה, אלג'נדרו אנג'ליני, דמיאן בניטז", דרמה / מתח / קומדיה / זר (ספרדית)
